Hospital,Year,Quarter,State,Total_Revenue,Other_Operating_Revenue,Medicare_Revenue,Medicaid_Revenue,Self_Pay_Revenue,Commercial_Revenue,Other_Revenue
Southern Coos Hospital & Health Center,2024,4,Oregon,8801665,4435,5570229,1162089,57317,846571,760902
St. Charles Medical Center - Bend,2007,1,Oregon,78543269,3414868,0,0,0,0,0
St. Charles Medical Center - Bend,2007,2,Oregon,83795603,4502672,0,0,0,0,0
St. Charles Medical Center - Bend,2007,3,Oregon,76920720,4801227,0,0,0,0,0
St. Charles Medical Center - Bend,2007,4,Oregon,77186646,5162999,0,0,0,0,0
St. Charles Medical Center - Bend,2008,1,Oregon,77423163,4713742,0,0,0,0,0
St. Charles Medical Center - Bend,2008,2,Oregon,85541847,5890850,0,0,0,0,0
St. Charles Medical Center - Bend,2008,3,Oregon,68597827,4710322,0,0,0,0,0
St. Charles Medical Center - Bend,2008,4,Oregon,48616960,5470721,0,0,0,0,0
St. Charles Medical Center - Bend,2009,1,Oregon,87318418,4950343,0,0,0,0,0
St. Charles Medical Center - Bend,2009,2,Oregon,100736290,5297313,0,0,0,0,0
St. Charles Medical Center - Bend,2009,3,Oregon,101994364,5050886,0,0,0,0,0
St. Charles Medical Center - Bend,2009,4,Oregon,119981375,23088526,0,0,0,0,0
St. Charles Medical Center - Bend,2010,1,Oregon,96739278,6758838,0,0,0,0,0
St. Charles Medical Center - Bend,2010,2,Oregon,90211768,8929387,0,0,0,0,0
St. Charles Medical Center - Bend,2010,3,Oregon,108707241,8280326,0,0,0,0,0
St. Charles Medical Center - Bend,2010,4,Oregon,105339105,7736201,0,0,0,0,0
St. Charles Medical Center - Bend,2011,1,Oregon,98893704,7979867,0,0,0,0,0
St. Charles Medical Center - Bend,2011,2,Oregon,94578943,8874107,0,0,0,0,0
St. Charles Medical Center - Bend,2011,3,Oregon,84273929,8999599,0,0,0,0,0
St. Charles Medical Center - Bend,2011,4,Oregon,109514397,8392938,0,0,0,0,0
St. Charles Medical Center - Bend,2012,1,Oregon,119907109,8727048,0,0,0,0,0
St. Charles Medical Center - Bend,2012,2,Oregon,104895223,9079729,0,0,0,0,0
St. Charles Medical Center - Bend,2012,3,Oregon,112426378,9614738,0,0,0,0,0
St. Charles Medical Center - Bend,2012,4,Oregon,116289575,13325149,0,0,0,0,0
St. Charles Medical Center - Bend,2013,1,Oregon,132709576,8698024,0,0,0,0,0
St. Charles Medical Center - Bend,2013,2,Oregon,105910582,10309641,0,0,0,0,0
St. Charles Medical Center - Bend,2013,3,Oregon,129565298,7552722,0,0,0,0,0
St. Charles Medical Center - Bend,2013,4,Oregon,135690044,13980190,0,0,0,0,0
St. Charles Medical Center - Bend,2014,1,Oregon,123438854,12127717,0,0,0,0,0
St. Charles Medical Center - Bend,2014,2,Oregon,135990001,9623211,0,0,0,0,0
St. Charles Medical Center - Bend,2014,3,Oregon,121871898,10545395,0,0,0,0,0
St. Charles Medical Center - Bend,2014,4,Oregon,140025251,15335188,0,0,0,0,0
St. Charles Medical Center - Bend,2015,1,Oregon,134638692,10840730,0,0,0,0,0
St. Charles Medical Center - Bend,2015,2,Oregon,104132158,12507863,0,0,0,0,0
St. Charles Medical Center - Bend,2015,3,Oregon,128005419,19106516,0,0,0,0,0
St. Charles Medical Center - Bend,2015,4,Oregon,158111606,19508195,0,0,0,0,0
St. Charles Medical Center - Bend,2016,1,Oregon,141820034,13194402,0,0,0,0,0
St. Charles Medical Center - Bend,2016,2,Oregon,157004141,21847782,0,0,0,0,0
St. Charles Medical Center - Bend,2016,3,Oregon,154259809,11890206,0,0,0,0,0
St. Charles Medical Center - Bend,2016,4,Oregon,145175974,15141138,0,0,0,0,0
St. Charles Medical Center - Bend,2017,1,Oregon,157911471,12304869,0,0,0,0,0
St. Charles Medical Center - Bend,2017,2,Oregon,166309010,22175962,0,0,0,0,0
St. Charles Medical Center - Bend,2017,3,Oregon,160588025,16687591,0,0,0,0,0
St. Charles Medical Center - Bend,2017,4,Oregon,171405957,17322850,0,0,0,0,0
St. Charles Medical Center - Bend,2018,1,Oregon,141998516,12281387,0,0,0,0,0
St. Charles Medical Center - Bend,2018,2,Oregon,169615494,20588100,0,0,0,0,0
St. Charles Medical Center - Bend,2018,3,Oregon,168690274,18543355,0,0,0,0,0
St. Charles Medical Center - Bend,2018,4,Oregon,113788654,13933360,0,0,0,0,0
St. Charles Medical Center - Bend,2019,1,Oregon,193834743,13771012,0,0,0,0,0
St. Charles Medical Center - Bend,2019,2,Oregon,177094302,16343013,0,0,0,0,0
St. Charles Medical Center - Bend,2019,3,Oregon,178127825,16642291,0,0,0,0,0
St. Charles Medical Center - Bend,2019,4,Oregon,233883312,16547225,0,0,0,0,0
St. Charles Medical Center - Bend,2020,1,Oregon,75330333,12389913,0,0,0,0,0
St. Charles Medical Center - Bend,2020,2,Oregon,226067181,39879269,0,0,0,0,0
St. Charles Medical Center - Bend,2020,3,Oregon,204586921,27872303,0,0,0,0,0
St. Charles Medical Center - Bend,2020,4,Oregon,243854270,35531097,0,0,0,0,0
St. Charles Medical Center - Bend,2021,1,Oregon,187019327,23196854,71186038,17779084,-1343038,54417334.44,6262440
St. Charles Medical Center - Bend,2021,2,Oregon,232914161,29816823,78574874,20952884,-172045,63685659,8460008
St. Charles Medical Center - Bend,2021,3,Oregon,191355140,21657795,73815076,20992294,7366738,56848350,11522642
St. Charles Medical Center - Bend,2021,4,Oregon,234969327,55342327,71907482,18782450,4503523,61257417,4381409
St. Charles Medical Center - Bend,2022,1,Oregon,164684378,37126341,77468607,17378848,3616968,53674256,6916465
St. Charles Medical Center - Bend,2022,2,Oregon,134924238,25409116,82878896,15188102,6713938,60119892,8410305
St. Charles Medical Center - Bend,2022,3,Oregon,195096162,35804407,86167851,28852969,6348208,58506332,5754295
St. Charles Medical Center - Bend,2022,4,Oregon,255627801,21940077,95612085,29463730,3486343,62260044,7565162
St. Charles Medical Center - Bend,2023,1,Oregon,245339475,20324269,104493953,18732730,4480739,65954672,9856016
St. Charles Medical Center - Bend,2023,2,Oregon,244501573,29421635,105574760,21143506,4557439,68812192,7339416
St. Charles Medical Center - Bend,2023,3,Oregon,235723551,22763311,103731982,31426267,6372912,72060451,10981774
St. Charles Medical Center - Bend,2023,4,Oregon,310941056,41189914,102978527,25797207,8389420,80883742,8339120
St. Charles Medical Center - Bend,2024,1,Oregon,269572948,28292325,108043493,19422014,5796923,76666741,10713252
St. Charles Medical Center - Bend,2024,2,Oregon,266965539,31899129,110698879,21330106,5147725,79503882,10055268
St. Charles Medical Center - Bend,2024,3,Oregon,299486854,28465310,112979926,25559434,9603693,73792710,12645104
St. Charles Medical Center - Bend,2024,4,Oregon,257235660,30066199,108884191,28943752,7157725,85487124,9999697
Harney District Hospital,2007,1,Oregon,3081143,36095,0,0,0,0,0
Harney District Hospital,2007,2,Oregon,2729621,45899,0,0,0,0,0
Harney District Hospital,2007,3,Oregon,3366799,43794,0,0,0,0,0
Harney District Hospital,2007,4,Oregon,3077877,43902,0,0,0,0,0
Harney District Hospital,2008,1,Oregon,3319219,28374,0,0,0,0,0
Harney District Hospital,2008,2,Oregon,4020424,36647,0,0,0,0,0
Harney District Hospital,2008,3,Oregon,3989097,53278,0,0,0,0,0
Harney District Hospital,2008,4,Oregon,3497177,53513,0,0,0,0,0
Harney District Hospital,2009,1,Oregon,3220964,46485,0,0,0,0,0
Harney District Hospital,2009,2,Oregon,3868032,35680,0,0,0,0,0
Harney District Hospital,2009,3,Oregon,5183643,35953,0,0,0,0,0
Harney District Hospital,2009,4,Oregon,3291713,38830,0,0,0,0,0
Harney District Hospital,2010,1,Oregon,3341382,47257,0,0,0,0,0
Harney District Hospital,2010,2,Oregon,3172821,47905,0,0,0,0,0
Harney District Hospital,2010,3,Oregon,4313439,57275,0,0,0,0,0
Harney District Hospital,2010,4,Oregon,3210057,48324,0,0,0,0,0
Harney District Hospital,2011,1,Oregon,3550818,80256,0,0,0,0,0
Harney District Hospital,2011,2,Oregon,3889292,86749,0,0,0,0,0
Harney District Hospital,2011,3,Oregon,4247481,51197,0,0,0,0,0
Harney District Hospital,2011,4,Oregon,3371270,48202,0,0,0,0,0
Harney District Hospital,2012,1,Oregon,3958755,54545,0,0,0,0,0
Harney District Hospital,2012,2,Oregon,4222904,64446,0,0,0,0,0
Harney District Hospital,2012,3,Oregon,5418131,47883,0,0,0,0,0
Harney District Hospital,2012,4,Oregon,4308480,148179,0,0,0,0,0
Harney District Hospital,2013,1,Oregon,4978845,462892,0,0,0,0,0
Harney District Hospital,2013,2,Oregon,3296436,65808,0,0,0,0,0
Harney District Hospital,2013,3,Oregon,5062302,64545,0,0,0,0,0
Harney District Hospital,2013,4,Oregon,4495048,271854,0,0,0,0,0
Harney District Hospital,2014,1,Oregon,5946200,273001,0,0,0,0,0
Harney District Hospital,2014,2,Oregon,4478163,622098,0,0,0,0,0
Harney District Hospital,2014,3,Oregon,6440291,464651,0,0,0,0,0
Harney District Hospital,2014,4,Oregon,4980562,447952,0,0,0,0,0
Harney District Hospital,2015,1,Oregon,5652616,367105,0,0,0,0,0
Harney District Hospital,2015,2,Oregon,5873116,263459,0,0,0,0,0
Harney District Hospital,2015,3,Oregon,6255150,131290,0,0,0,0,0
Harney District Hospital,2015,4,Oregon,5216979,232941,0,0,0,0,0
Harney District Hospital,2016,1,Oregon,6252099,301208,0,0,0,0,0
Harney District Hospital,2016,2,Oregon,5993822,111131,0,0,0,0,0
Harney District Hospital,2016,3,Oregon,7075718,202738,0,0,0,0,0
Harney District Hospital,2016,4,Oregon,6435205,457054,0,0,0,0,0
Harney District Hospital,2017,1,Oregon,5044939,315429,0,0,0,0,0
Harney District Hospital,2017,2,Oregon,5819046,307658,0,0,0,0,0
Harney District Hospital,2017,3,Oregon,6128750,340550,0,0,0,0,0
Harney District Hospital,2017,4,Oregon,5745112,335923,0,0,0,0,0
Harney District Hospital,2018,1,Oregon,6035943,175610,0,0,0,0,0
Harney District Hospital,2018,2,Oregon,6619416,364774,0,0,0,0,0
Harney District Hospital,2018,3,Oregon,6753945,328021,0,0,0,0,0
Harney District Hospital,2018,4,Oregon,5853220,309649,0,0,0,0,0
Harney District Hospital,2019,1,Oregon,6712374,365581,0,0,0,0,0
Harney District Hospital,2019,2,Oregon,7379648,882926,0,0,0,0,0
Harney District Hospital,2019,3,Oregon,8381646,279138,0,0,0,0,0
Harney District Hospital,2019,4,Oregon,6586437,295331,0,0,0,0,0
Harney District Hospital,2020,1,Oregon,6121396,298213,0,0,0,0,0
Harney District Hospital,2020,2,Oregon,7098408,1035721,0,0,0,0,0
Harney District Hospital,2020,3,Oregon,6947142,-93856,0,0,0,0,0
Harney District Hospital,2020,4,Oregon,7065097,1145682,0,0,0,0,0
Harney District Hospital,2021,1,Oregon,6621503,163960,3795344,2117898,-379242,1569387,-699596
Harney District Hospital,2021,2,Oregon,7839241,186736,4476507,2002718,-259871,2469275,-1104204
Harney District Hospital,2021,3,Oregon,9320630,215673,5447934,2450804,-503880,2002043,-1674904
Harney District Hospital,2021,4,Oregon,8858746,1481861,5095139,2154385,-484973,1821213,-1523120
Harney District Hospital,2022,1,Oregon,7703308,64403,5423343,2570231,-709973,1998113,-1689129
Harney District Hospital,2022,2,Oregon,4333759,101890,4732510,2277849,-636329,1926211,-4154222
Harney District Hospital,2022,3,Oregon,8422987,87989,5472597,2383661,-396917,1637657,-2202781
Harney District Hospital,2022,4,Oregon,7538127,-10718,5247407,2459505,-470922,1795064,-1604218
Harney District Hospital,2023,1,Oregon,8430548,523605,5238367,2436590,-562662,1711454,-1069732
Harney District Hospital,2023,2,Oregon,8168283,1199086,5027910,2527948,-414476,1923952,-2276567
Harney District Hospital,2023,3,Oregon,9564954,97083,5630232,2987112,-313167,2129049,-2541061
Harney District Hospital,2023,4,Oregon,8976157,265817,5692002,2836367,-363393,2659465,-2320179
Harney District Hospital,2024,1,Oregon,9240682,15332,6878928,2729334,-515504,2784035,-2835604
Harney District Hospital,2024,2,Oregon,9851707,131365,7407942,2830043,-429704,2812648,-3152155
Harney District Hospital,2024,3,Oregon,11916140,248250,8004684,2972855,-501184,2580157,-3038626
Harney District Hospital,2024,4,Oregon,10571842,43063,7536005,2527575,-699256,3159405,-2399001
Coquille Valley Hospital,2007,1,Oregon,3122946,56624,0,0,0,0,0
Coquille Valley Hospital,2007,2,Oregon,3303356,257815,0,0,0,0,0
Coquille Valley Hospital,2007,3,Oregon,3087824,52067,0,0,0,0,0
Coquille Valley Hospital,2007,4,Oregon,3239048,69407,0,0,0,0,0
Coquille Valley Hospital,2008,1,Oregon,3571640,80909,0,0,0,0,0
Coquille Valley Hospital,2008,2,Oregon,3067014,-73043,0,0,0,0,0
Coquille Valley Hospital,2008,3,Oregon,3437893,58756,0,0,0,0,0
Coquille Valley Hospital,2008,4,Oregon,3708110,67572,0,0,0,0,0
Coquille Valley Hospital,2009,1,Oregon,3836421,50907,0,0,0,0,0
Coquille Valley Hospital,2009,2,Oregon,3836607,-10232,0,0,0,0,0
Coquille Valley Hospital,2009,3,Oregon,3833132,60931,0,0,0,0,0
Coquille Valley Hospital,2009,4,Oregon,3876372,59619,0,0,0,0,0
Coquille Valley Hospital,2010,1,Oregon,3542368,68406,0,0,0,0,0
Coquille Valley Hospital,2010,2,Oregon,4042645,36755,0,0,0,0,0
Coquille Valley Hospital,2010,3,Oregon,3945577,59325,0,0,0,0,0
Coquille Valley Hospital,2010,4,Oregon,4167114,59408,0,0,0,0,0
Coquille Valley Hospital,2011,1,Oregon,4040089,31073,0,0,0,0,0
Coquille Valley Hospital,2011,2,Oregon,3764647,-28106,0,0,0,0,0
Coquille Valley Hospital,2011,3,Oregon,4107807,60465,0,0,0,0,0
Coquille Valley Hospital,2011,4,Oregon,3947325,79295,0,0,0,0,0
Coquille Valley Hospital,2012,1,Oregon,4788853,72911,0,0,0,0,0
Coquille Valley Hospital,2012,2,Oregon,4515742,30443,0,0,0,0,0
Coquille Valley Hospital,2012,3,Oregon,4696564,82061,0,0,0,0,0
Coquille Valley Hospital,2012,4,Oregon,4591189,107826,0,0,0,0,0
Coquille Valley Hospital,2013,1,Oregon,5938265,100527,0,0,0,0,0
Coquille Valley Hospital,2013,2,Oregon,6339508,18645,0,0,0,0,0
Coquille Valley Hospital,2013,3,Oregon,5935999,98314,0,0,0,0,0
Coquille Valley Hospital,2013,4,Oregon,5867229,115701,0,0,0,0,0
Coquille Valley Hospital,2014,1,Oregon,5953060,114655,0,0,0,0,0
Coquille Valley Hospital,2014,2,Oregon,6286643,23321,0,0,0,0,0
Coquille Valley Hospital,2014,3,Oregon,6110624,1395756,0,0,0,0,0
Coquille Valley Hospital,2014,4,Oregon,5723355,660118,0,0,0,0,0
Coquille Valley Hospital,2015,1,Oregon,5679099,230779,0,0,0,0,0
Coquille Valley Hospital,2015,2,Oregon,4096206,-54026,0,0,0,0,0
Coquille Valley Hospital,2015,3,Oregon,5488841,131334,0,0,0,0,0
Coquille Valley Hospital,2015,4,Oregon,5898491,92171,0,0,0,0,0
Coquille Valley Hospital,2016,1,Oregon,6588475,150738,0,0,0,0,0
Coquille Valley Hospital,2016,2,Oregon,6710094,143389,0,0,0,0,0
Coquille Valley Hospital,2016,3,Oregon,5963666,87606,0,0,0,0,0
Coquille Valley Hospital,2016,4,Oregon,6973453,136192,0,0,0,0,0
Coquille Valley Hospital,2017,1,Oregon,7364988,115689,0,0,0,0,0
Coquille Valley Hospital,2017,2,Oregon,6670595,91805,0,0,0,0,0
Coquille Valley Hospital,2017,3,Oregon,5972486,81928,0,0,0,0,0
Coquille Valley Hospital,2017,4,Oregon,6356556,116451,0,0,0,0,0
Coquille Valley Hospital,2018,1,Oregon,6940696,125755,0,0,0,0,0
Coquille Valley Hospital,2018,2,Oregon,6325589,83702,0,0,0,0,0
Coquille Valley Hospital,2018,3,Oregon,7427803,412724,0,0,0,0,0
Coquille Valley Hospital,2018,4,Oregon,7261127,450007,0,0,0,0,0
Coquille Valley Hospital,2019,1,Oregon,8835810,527590,0,0,0,0,0
Coquille Valley Hospital,2019,2,Oregon,8560441,471225,0,0,0,0,0
Coquille Valley Hospital,2019,3,Oregon,7638748,476404,0,0,0,0,0
Coquille Valley Hospital,2019,4,Oregon,8234900,363200,0,0,0,0,0
Coquille Valley Hospital,2020,1,Oregon,7861494,624313,0,0,0,0,0
Coquille Valley Hospital,2020,2,Oregon,10962008,145116,0,0,0,0,0
Coquille Valley Hospital,2020,3,Oregon,7640335,416457,0,0,0,0,0
Coquille Valley Hospital,2020,4,Oregon,7066256,468213,0,0,0,0,0
Coquille Valley Hospital,2021,1,Oregon,8278743,815245,3996971,1270354,71061,565039,789566
Coquille Valley Hospital,2021,2,Oregon,11734359,473591,3053391,1225326,127148,714761,1356807
Coquille Valley Hospital,2021,3,Oregon,7483993,477959,3808936,1159597,124913,502061,1170730
Coquille Valley Hospital,2021,4,Oregon,7585738,761862,3909761,1110087,134492,27768,1421028
Coquille Valley Hospital,2022,1,Oregon,7979533,721846,4432815,1025293,126663,301423,1152013
Coquille Valley Hospital,2022,2,Oregon,9094832,2035040,4056652,1109212,274385,168408,1187210
Coquille Valley Hospital,2022,3,Oregon,9531530,553757,5347472,1570796,-120641,261597,1507118
Coquille Valley Hospital,2022,4,Oregon,8545756,608997,4775142,1027302,134833,141867,1571852
Coquille Valley Hospital,2023,1,Oregon,8900597,713554,3675570,2268251,17864,455257,1303354
Coquille Valley Hospital,2023,2,Oregon,9309435,620966,5285391,1678662,36073,176838,1299913
Coquille Valley Hospital,2023,3,Oregon,10458083,575031,5328865,2252718,54047,605444,1226739
Coquille Valley Hospital,2023,4,Oregon,10359288,651317,5432740,1691396,-91855,535544,1717717
Coquille Valley Hospital,2024,1,Oregon,11577963,590685,6212189,1926851,53194,409846,1865992
Coquille Valley Hospital,2024,2,Oregon,10593860,651105,5777683,1473661,132731,547618,1508298
Coquille Valley Hospital,2024,3,Oregon,10676555,615333,4624145,1749964,31950,1064019,1728138
Coquille Valley Hospital,2024,4,Oregon,11979550,348866,7465816,1052059,-80732,1085454,1223173
Good Samaritan Regional Medical Center,2007,1,Oregon,54185917,1273099,0,0,0,0,0
Good Samaritan Regional Medical Center,2007,2,Oregon,55178742,1247242,0,0,0,0,0
Good Samaritan Regional Medical Center,2007,3,Oregon,56062146,1075721,0,0,0,0,0
Good Samaritan Regional Medical Center,2007,4,Oregon,55235955,-1325941,0,0,0,0,0
Good Samaritan Regional Medical Center,2008,1,Oregon,61257103,465393,0,0,0,0,0
Good Samaritan Regional Medical Center,2008,2,Oregon,61991535,486818,0,0,0,0,0
Good Samaritan Regional Medical Center,2008,3,Oregon,59558434,1568682,0,0,0,0,0
Good Samaritan Regional Medical Center,2008,4,Oregon,61946189,5999455,0,0,0,0,0
Good Samaritan Regional Medical Center,2009,1,Oregon,62479410,1996961,0,0,0,0,0
Good Samaritan Regional Medical Center,2009,2,Oregon,64472736,2194276,0,0,0,0,0
Good Samaritan Regional Medical Center,2009,3,Oregon,66956938,2019119,0,0,0,0,0
Good Samaritan Regional Medical Center,2009,4,Oregon,71607534,2151091,0,0,0,0,0
Good Samaritan Regional Medical Center,2010,1,Oregon,75555562,2018335,0,0,0,0,0
Good Samaritan Regional Medical Center,2010,2,Oregon,79112541,2258515,0,0,0,0,0
Good Samaritan Regional Medical Center,2010,3,Oregon,75751325,2099093,0,0,0,0,0
Good Samaritan Regional Medical Center,2010,4,Oregon,81318682,2979746,0,0,0,0,0
Good Samaritan Regional Medical Center,2011,1,Oregon,84561387,2095779,0,0,0,0,0
Good Samaritan Regional Medical Center,2011,2,Oregon,82538229,2230473,0,0,0,0,0
Good Samaritan Regional Medical Center,2011,3,Oregon,83376079,2490453,0,0,0,0,0
Good Samaritan Regional Medical Center,2011,4,Oregon,85880914,4022834,0,0,0,0,0
Good Samaritan Regional Medical Center,2012,1,Oregon,82755387,2952030,0,0,0,0,0
Good Samaritan Regional Medical Center,2012,2,Oregon,82516870,2824630,0,0,0,0,0
Good Samaritan Regional Medical Center,2012,3,Oregon,82393911,2363160,0,0,0,0,0
Good Samaritan Regional Medical Center,2012,4,Oregon,86097457,2892043,0,0,0,0,0
Good Samaritan Regional Medical Center,2013,1,Oregon,80227731,2179592,0,0,0,0,0
Good Samaritan Regional Medical Center,2013,2,Oregon,80915567,2388208,0,0,0,0,0
Good Samaritan Regional Medical Center,2013,3,Oregon,83008406,4151817,0,0,0,0,0
Good Samaritan Regional Medical Center,2013,4,Oregon,83492175,3832290,0,0,0,0,0
Good Samaritan Regional Medical Center,2014,1,Oregon,81300043,2209805,0,0,0,0,0
Good Samaritan Regional Medical Center,2014,2,Oregon,80943023,2298615,0,0,0,0,0
Good Samaritan Regional Medical Center,2014,3,Oregon,83265658,2961308,0,0,0,0,0
Good Samaritan Regional Medical Center,2014,4,Oregon,86905832,3641441,0,0,0,0,0
Good Samaritan Regional Medical Center,2015,1,Oregon,89072958,2696828,0,0,0,0,0
Good Samaritan Regional Medical Center,2015,2,Oregon,95781272,4319816,0,0,0,0,0
Good Samaritan Regional Medical Center,2015,3,Oregon,95050217,3019643,0,0,0,0,0
Good Samaritan Regional Medical Center,2015,4,Oregon,99943185,4665935,0,0,0,0,0
Good Samaritan Regional Medical Center,2016,1,Oregon,102328810,3315888,0,0,0,0,0
Good Samaritan Regional Medical Center,2016,2,Oregon,100384668,4055263,0,0,0,0,0
Good Samaritan Regional Medical Center,2016,3,Oregon,101220981,3842426,0,0,0,0,0
Good Samaritan Regional Medical Center,2016,4,Oregon,102868107,4979708,0,0,0,0,0
Good Samaritan Regional Medical Center,2017,1,Oregon,102975309,4873561,0,0,0,0,0
Good Samaritan Regional Medical Center,2017,2,Oregon,105152089,5410277,0,0,0,0,0
Good Samaritan Regional Medical Center,2017,3,Oregon,108095730,7544000,0,0,0,0,0
Good Samaritan Regional Medical Center,2017,4,Oregon,108320133,4644809,0,0,0,0,0
